Unnamed: 0;tweet_id;text;science_related;scientific_claim;scientific_reference;scientific_context;Alain_émotions;Alain_émotions 2;Anton_émotions;Anton_émotions 2;Tony_émotion;Tony_émotions 2;emotion_majoritaire_toutes;emotion_majoritaire_em1
306;6.172987589973811e+17;Pain changes people;1;1.0;0.0;0.0;5;;7;;7;;7.0;7.0
307;6.177060538499113e+17;Political science https://t.co/Bl5B3cDsRI;0;0.0;0.0;0.0;7;;7;;7;;7.0;7.0
308;6.184406456911135e+17;The earth sciences examine the structure and composition of our planet http://t.co/jMUTEs8dUv;1;1.0;0.0;1.0;7;;7;;7;;7.0;7.0
309;6.184562053175132e+17;People who are hating on this stupid #dontjudgechallenge need to stop being so sensitive and get off social media.;0;0.0;0.0;0.0;2;;6;;2;;2.0;2.0
310;6.213834569211412e+17;The carbon footprint of a glass of milk has shrunk by 2/3 in the last 50 years due to improved health. nutrition. and genetics #JAM2015;1;1.0;0.0;0.0;3;;3;;3;;3.0;3.0
311;6.222922750376223e+17;Magic!!!!😂😂 #weirdwater #science #how? http://t.co/DIz4iBDau1 http://t.co/yUdQFDaHpw;0;0.0;0.0;0.0;7;;7;;3;;7.0;7.0
312;6.224053660730245e+17;@xxx7h3kingxxx Local NC rap artist looking to gain local support #followback would be very much appreciated. thanks;0;0.0;0.0;0.0;7;;7;;3;;7.0;7.0
314;6.226762467956613e+17;yes. Gilinsky may look so much more sexier than Johnson. but that doesn'5 mean u support one Jack only.. -_- #johnsonmatters;0;0.0;0.0;0.0;2;;7;;3;;2.0;2.0
316;6.23778651042091e+17;[NEW POST] from #BeerToday #Beer - Kernel to stop Saturday bar sessions http://t.co/sUFx2SSQeM The Kernel Brewery in London is to cease …;0;0.0;0.0;0.0;5;;7;;5;;5.0;5.0
317;6.241920305420534e+17;Marilyn going to Great Day Live to promote Cruisin the Heartland http://t.co/BEJdZOKEcm;0;0.0;0.0;0.0;7;;7;;7;;7.0;7.0
318;6.241949814404096e+17;Less than a third of Finns support #Fennovoima nuclear plant http://t.co/WBoJk9Fz1y;0;0.0;0.0;0.0;4;;7;;7;;7.0;7.0
319;6.251412812164014e+17;Next time someone looks at bella. notice how one shoulder is higher than the other. Like an ogre???;0;0.0;0.0;0.0;6;;7;;7;;7.0;7.0
320;6.258876576173097e+17;@therealagentk: @herecease @mariellite that's my girl. Now— build bridges to the Heavens and don't stop there.;0;0.0;0.0;0.0;2;;7;;2;;2.0;2.0
321;6.259193760515645e+17;Turkey provides air support for #Syria opposition http://t.co/mcAj9Is4Pr #Breaking #LeMonde #News;0;0.0;0.0;0.0;4;;7;;7;;7.0;7.0
322;6.262759956460626e+17;#Deals : New Improved Unique Color Therapy Lamps Light Promotes Wellness Health http://t.co/NJTKhFgizu #Beauty … http://t.co/u65daPcbA6;1;1.0;0.0;0.0;7;;3;;3;;3.0;3.0
323;6.2639133481583e+17;@minmsme MAIT is devoted 2 promote R&D in Stds & Open Tech. thats long pending thru 'National centre for e-Gov stds & tech'. @anwarzs #SME;0;0.0;0.0;0.0;4;;7;;7;;7.0;7.0
324;6.270314988272476e+17;Carrefour Reports Sharp Decline in Profit http://t.co/cKxuPxqFB0 #WSJ #USBusiness | https://t.co/qDEcMlSUlF http://t.co/3uX3gD6WkL;0;0.0;0.0;0.0;4;;7;;5;;4.0;4.0
325;6.282648464972923e+17;"""The brain is extraordinarily good at alerting us to threats"". http://t.co/mfqFaO0Wpn";1;1.0;1.0;1.0;4;;7;;7;;7.0;7.0
326;6.28611128260608e+17;Why might women feel temperature differently to men?: Why might women feel temperature differently to men? http://t.co/vXGjFO55aw;1;1.0;1.0;1.0;7;;4;;7;;7.0;7.0
327;6.30798260672811e+17;been taking a constant break down for about 3 days now. like can u stop pls;0;0.0;0.0;0.0;5;;6;;2;;2.0;2.0
328;6.310111887053742e+17;"ariwinokur on ""Rates questions/google analytics/GB space and more"" http://t.co/5W5V90Dce4";0;0.0;0.0;0.0;7;;7;;7;;7.0;7.0
329;6.317257303265526e+17;Weed: Good for the Bones? YES! by Stephanie Pappas. Live Science Contributor http://t.co/L4pERvnmmo http://t.co/pPBGZwZLBG;1;1.0;1.0;1.0;4;;4;;4;;4.0;4.0
330;6.318286837041725e+17;Farting helps reduce high blood pressure and is good for your health. Isn’t it funny and healthy?  http://t.co/aiAnQvFfiW #physio #herts;1;1.0;0.0;0.0;4;;4;;4;;4.0;4.0
331;6.33000858511274e+17;Retweet if you know this game FAV if you would Join for war! Search up The Disciples Need more consistent people!😎 http://t.co/okoFdpMr1Q;0;0.0;0.0;0.0;7;;7;;3;;7.0;7.0
334;6.355459690572227e+17;#ClimateChange & rising temps increase #health #risks in several ways: http://t.co/k83V1EJCHU #climateaction http://t.co/MOzNKxzGmS;1;1.0;1.0;1.0;4;1.0;7;;6;;1.0;4.0
335;6.366054334788362e+17;@lordstoddart Tell Fulani settlers to STOP intimidating & terrorising indigenous nations in WestAfrica.https://t.co/8ZruWRqCd2;0;0.0;0.0;0.0;2;5.0;7;;2;;2.0;2.0
337;6.38692179838378e+17;Black men should stop having sex with black hookers http://t.co/oGo8lFyNta;0;0.0;0.0;0.0;2;;6;;2;;2.0;2.0
338;6.4161479185809e+17;Bill to Stop Police Cellphone Intrusions Passes Legislature... #news #LA #LosAngeles http://t.co/2U02vSW1GR;0;0.0;0.0;0.0;4;;7;;7;;7.0;7.0
339;6.425424209078108e+17;Video: The process of hand making a book the old fashioned way is a lost magical art http://t.co/zOJ9K4OVDh;0;0.0;0.0;0.0;7;;7;;7;;7.0;7.0
341;6.474193031935017e+17;Understanding public perceptions of risk regarding outdoor pet cats to inform #conservation action: #AcceptedArticle http://t.co/l5F4yfEVs6;1;0.0;1.0;1.0;7;;7;;7;;7.0;7.0
342;6.482676291032883e+17;Patients w/ prolonged. undiagnosed medical conditions can sign up for national @NIH program seeking answers http://t.co/sbM7tvIppK #rarepov;0;0.0;0.0;0.0;3;;7;;7;;7.0;7.0
343;6.502586394045932e+17;UK government acts to stop councils divesting from Israeli occupation https://t.co/2WGvL9OifP #BDS #armstrade;0;0.0;0.0;0.0;4;;7;;7;;7.0;7.0
344;6.508472491744338e+17;The happier you are. the less sleep you require to function in everyday life. Sadness increases the urge to sleep more.;1;1.0;0.0;0.0;7;;7;;3;;7.0;7.0
345;6.520967937617101e+17;@thejanicexxx Good point! http://t.co/QFinApb7w1;0;0.0;0.0;0.0;7;;7;;7;;7.0;7.0
346;6.528581564023931e+17;Alternative Ways To Get Menstrual Pain Relief http://t.co/tsk21O2ksQ;0;0.0;0.0;0.0;4;;7;;7;;7.0;7.0
347;6.533912824552325e+17;High school does. in fact .change people.;1;1.0;0.0;0.0;5;;4;;4;;4.0;4.0
348;6.541195723504599e+17;Lubicon Cree Nation turns to solar power to end fossil fuel nightmare: Please support our coverage of… http://t.co/9YMYdDhOH0 | @rabbleca;0;0.0;0.0;0.0;7;;7;;3;6.0;7.0;7.0
349;6.546723942047867e+17;that this interest was somehow the cause @SBS_MTV #더쇼 #GOT7;0;0.0;0.0;0.0;7;;7;;6;;7.0;7.0
350;6.58494852200575e+17;Tomato Planting Tips That Lead To Healthy Tomato Plants https://t.co/AGMz3vuEFA;0;0.0;0.0;0.0;7;;7;;7;;7.0;7.0
351;6.589840522135552e+17;Support direct community-2-community learning to stop destructive mining projects in Oaxaca! https://t.co/P8uXaSR1R3 https://t.co/4U9PF6RthT;0;0.0;0.0;0.0;7;;7;;6;;7.0;7.0
352;6.59440948758229e+17;NORAD blimp on the loose: A blimp associated with NORAD's surveillance of the East Coast has become untethered... https://t.co/SlMnFUg2if;0;0.0;0.0;0.0;4;1.0;7;;5;;1.0;4.0
353;6.60146321635074e+17;Samsung Display Technologies Support Vision for Affordable Excellence in High Education. https://t.co/ltYxwF1j95 https://t.co/rf8M0LSQfq;0;0.0;0.0;0.0;3;4.0;7;;3;;3.0;3.0
354;6.604329687631176e+17;when will the underwear stop flying;0;0.0;0.0;0.0;7;;7;;4;;7.0;7.0
355;6.609671217661256e+17;#EurekaMag Development of monozoic forms of Echinococcus granulosus during in vitro culture https://t.co/vJ0jFgS586;1;0.0;1.0;1.0;7;;7;;7;;7.0;7.0
356;6.61186349655978e+17;Hope ion gotta talk to the judge cause imma look high as hell;0;0.0;0.0;0.0;1;;3;;3;;3.0;3.0
357;6.613106772068557e+17;George #Boole Boolean logic inventor b OTD 1815: his Cork plaque https://t.co/y20LI0xGyQ #Boole200 @georgeboole200 https://t.co/3Ufu08KrrW;1;0.0;0.0;1.0;7;;7;;7;;7.0;7.0
358;6.620676190553416e+17;#EurekaMag Culture of Schistosoma haematobium and the effects of immune sera in vitro https://t.co/fBCbuazCgI;1;0.0;1.0;1.0;7;;7;;7;;7.0;7.0
359;6.621991692271043e+17;Always apply the titles when making introductions. GOOD judgment and GOOD manners are a MUST!;0;0.0;0.0;0.0;7;;7;;7;;7.0;7.0
360;6.62527981668008e+17;#EurekaMag Consumption and fate of aflatoxin B1 by lactating cows https://t.co/uhkkIHRBkN;1;0.0;1.0;1.0;7;;7;;7;;7.0;7.0
361;6.625576468647035e+17;#start2016right What new habit. if you started now. would change your life? Join the Facebook group for support https://t.co/mC5Y02lbee;0;0.0;0.0;0.0;7;;7;;3;;7.0;7.0
362;6.63601979327955e+17;USB Quick Connect Mini Portable DR Video Recording Camera https://t.co/CsvLuY1WDT https://t.co/qP2ZbbyUon;0;0.0;0.0;0.0;7;;7;;7;;7.0;7.0
363;6.636353030814433e+17;#Lebanon Lufthansa cabin crew strike affects 113.000 passengers https://t.co/nnsFSCmwUt Via @DailyStarLeb;0;0.0;0.0;0.0;2;;7;;5;;2.0;2.0
364;6.65652255803093e+17;@Saltydre23 if he wants to murder you. Stop by a sidewalk cafe or attend a concert.;0;0.0;0.0;0.0;4;;7;;1;;1.0;1.0
365;6.660394990973993e+17;342 live tickets in pick 6 How many are associated with the O'Neill group?;0;0.0;0.0;0.0;7;;7;;7;;7.0;7.0
366;6.662818490318234e+17;Epilepsy & Vaccination: https://t.co/sbMTAxTr6m *TVM to .@miles_wilma for finding this & heart felt get well wishes for @Stutzy6's Jeremey❤️;0;0.0;0.0;0.0;7;;7;;3;;7.0;7.0
368;6.665974212505805e+17;PTSD Twice As Likely For... https://t.co/zjwenFdkb2 #conscioushealthsolutions #health;1;0.0;1.0;1.0;5;;4;;1;5.0;5.0;1.0
369;6.67355564754645e+17;@ThomasWictor According to delusional leftist academic interviewed by @abcnews the best way 2 stop ISIS terror is to not 'ostracise' Muslims;0;0.0;0.0;0.0;4;1.0;7;;1;;1.0;1.0
370;6.68789221910442e+17;Study finds less than 6% of Earth's modern groundwater is renewable within a human lifetime -- Earth Changes -- https://t.co/bAXoUJvjW4;1;1.0;1.0;1.0;4;;7;;6;5.0;4.0;4.0
371;6.713416968992932e+17;Attenborough: 'Solar energy should undercut oil.' He's bang on the money. https://t.co/znmRByvpj8;0;0.0;0.0;0.0;4;;4;;3;;4.0;4.0
372;6.724736075749622e+17;India is standing for #Chennai & #aap MLA for increase salary;0;0.0;0.0;0.0;7;;7;;3;;7.0;7.0
373;6.725488953654272e+17;#Honduran army goes to war against invading bugs https://t.co/uh2nnuVAlx;0;0.0;0.0;0.0;4;;7;;1;;1.0;1.0
374;6.730227761821123e+17;The low sun angle and the reflective surface of the fresh snow slowing the melting process of the snowpack #ndwx https://t.co/tIG2TYSw91;1;1.0;0.0;0.0;4;;7;;3;;3.0;3.0
375;6.740503177560515e+17;So do strippers just wait to be saved to stop being strippers ?;0;0.0;0.0;0.0;6;;6;;4;;6.0;6.0
376;6.747305425296876e+17;How will #climatechange affect food security? https://t.co/Ns7eyq9Pn5 #COP21 https://t.co/eleF4SDNdM;1;1.0;1.0;1.0;1;;4;;1;;1.0;1.0
377;6.753946047667282e+17;Ladies would you date a busty gentleman that wore a manssiere for titty support?;0;0.0;0.0;0.0;4;6.0;7;;4;;4.0;4.0
378;6.759464451581624e+17;CyberAnonymous: Reuters: Armed man shot in Pennsylvania Walmart: reports https://t.co/9kgJdlZF5m https://t.co/kZ25sLE7JA;0;0.0;0.0;0.0;4;;5;;1;;1.0;1.0
379;6.761258816817275e+17;VIDEO: Dr. Keith Flaherty talks about the genetics of cancer. #targetedtherapy. #clinicaltrials. precision medicine https://t.co/oFjd4YEEZe;1;0.0;0.0;1.0;7;;7;;7;;7.0;7.0
380;6.763493416117658e+17;#USAfricaBF Notice: Paris teacher stabbed by man who yelled support for #ISIS: … https://t.co/7aaA1G7GJl https://t.co/T82KfzHa57;0;0.0;0.0;0.0;5;2.0;2;;1;;2.0;1.0
381;6.78856461666132e+17;@Pimp__ stop this life 😡;0;0.0;0.0;0.0;2;;2;;2;;2.0;2.0
382;6.790037309231227e+17;Speaking of galaxies. the Milky Way is now visible in @ESA/@NASA SOHO/LASCO images https://t.co/4iHU09D3yg https://t.co/WQXD6DUtvR;1;1.0;1.0;1.0;3;;7;;3;;3.0;3.0
383;6.793032053569659e+17;mActive study uses personalized texts. pedometers. and smartphones to increase physical activity https://t.co/PuAQlBvECi #activitytracker …;1;1.0;1.0;1.0;7;;7;;3;;7.0;7.0
384;6.820598907104256e+17;Best Web Hosting. FREE Domain. Free Site Builders. FREE 24-7 Support 30 day money-back Guarantee https://t.co/cANPn1Pfkm;0;0.0;0.0;0.0;7;;7;;3;;7.0;7.0
385;6.824109082037821e+17;Good Morning @BeingSalmanKhan & all Supporters😊 Follow & Support Official #BHC Handle for #India ➔ @bebeinghuman & Must RT this Tweet Plz!!;0;0.0;0.0;0.0;7;;3;;3;;3.0;3.0
386;6.831661677337682e+17;@AmenaEva Hello. Discover a secret force that enables a person evolve into a superman. Check: https://t.co/1dXuyR7LRG;0;0.0;0.0;0.0;4;;7;;3;;3.0;3.0
387;6.83181686679552e+17;PROOF That Gun Bans Increase Murder Rates https://t.co/ogYX8lB3xN... https://t.co/Fcq5UNTRhH|mM;1;1.0;0.0;0.0;4;;7;;1;;1.0;1.0
388;6.838386404899267e+17;https://t.co/wiRZHnHUYV New edit in the Wikipedia article on Spatial analysis https://t.co/kZMfRAUAgj … https://t.co/0wgTMcXDVw;0;0.0;0.0;0.0;7;;7;;7;;7.0;7.0
389;6.838582069305057e+17;#EurekaMag Thirteenth Swedish Weed Conference. 1972 https://t.co/tSYYKvd2Sj;1;0.0;1.0;1.0;7;;7;;7;;7.0;7.0
390;6.840465227998945e+17;#EurekaMag Thematic roles in aphasia Conceptual knowledge and linguistic assignment https://t.co/10js6q7W2d;1;0.0;1.0;1.0;7;;7;;7;;7.0;7.0
391;6.848570881037271e+17;Bayes Theorem:What's the big deal? https://t.co/C1maXnHEUN https://t.co/XTHSiSjzHY;1;0.0;1.0;1.0;7;;7;;4;;7.0;7.0
392;6.850641826020188e+17;Upright positions in the first stage of labour reduces the duration of labour and the risk of C-section https://t.co/Xua1F6CqUz;1;1.0;1.0;1.0;4;;7;;1;;1.0;1.0
393;6.851521472022938e+17;Hard work NEVER fails. start working. stop complaining. If you work for it. you'll appreciate it! 💯;1;1.0;0.0;0.0;3;;3;;2;;3.0;3.0
394;6.854691594303365e+17;#EurekaMag The eclosion hormone its release by the brain and its action on the central nervous system of silk moths https://t.co/KxuniG4ewC;1;1.0;1.0;1.0;7;;7;;7;;7.0;7.0
395;6.856442967545651e+17;#EurekaMag Cucumber mosaic virus-associated RNA 5 II. in vitro translation in a wheat germ protein-synthesis system https://t.co/A6WamUnKXP;1;0.0;1.0;1.0;7;;7;;7;;7.0;7.0
396;6.861662317584425e+17;#Severe fibromyalgia symptoms linked to obesity. weight gain - https://t.co/NZG7iqYpas https://t.co/rnTKnmhL2V;1;1.0;0.0;0.0;7;;7;;1;;7.0;7.0
397;6.869146675627049e+17;#EurekaMag Chromosome relationships between Lolium and Festuca (Gramineae) https://t.co/cDdkYLazpP;1;0.0;1.0;1.0;7;;7;;7;;7.0;7.0
398;6.888656942224015e+17;#EurekaMag Binding of vitamin B12-rat transcobalamin II and free vitamin B12 to plasma membranes isolated from rat… https://t.co/LFEIM7JaJB;1;0.0;1.0;1.0;7;;7;;7;;7.0;7.0
400;6.897261808328991e+17;The Big Finish Podcast - Big Finish Day 8 (Part 1): Nicholas Briggs reports from last weekend's… https://t.co/bwGnXlPEJC #drwho #doctorwho;0;0.0;0.0;0.0;7;;7;;7;;7.0;7.0
401;6.898795581583319e+17;can people please just stop complaining and get on with life 😬;0;0.0;0.0;0.0;6;2.0;6;;2;;2.0;6.0
402;6.899382364420874e+17;Did you know that #HighBloodPressure causes #ErectileDysfunction? #menshealth https://t.co/uCUE9RKgUO https://t.co/nkrP6hsLMl;1;1.0;0.0;0.0;4;1.0;1;;1;;1.0;1.0
403;6.906816181098701e+17;#EurekaMag Influence of dietary protein on susceptibility to alert downer syndrome https://t.co/WbFOCqvmY9;1;1.0;1.0;1.0;7;;7;;1;;7.0;7.0
405;6.915309772569436e+17;#EurekaMag In vitro translation of the long-lived messenger ribonucleic acid of dry seeds https://t.co/hwyHPiOoV8;1;0.0;1.0;1.0;7;;7;;7;;7.0;7.0
406;6.941268697724232e+17;@CapitalOfficial @Harry_Styles @KendallJenner maybe cause there wasn't any romance to begin with just old friends hanging out;0;0.0;0.0;0.0;6;;7;;5;;5.0;5.0
407;6.946371762068562e+17;Small Tribe w/a Big Voice Vows to Stop Chinese Oil Drilling in the Amazon https://t.co/kKF2xCPhN6 #keepitintheground https://t.co/NKveMZ4ud8;0;0.0;0.0;0.0;3;;7;;3;;3.0;3.0
409;6.950260824083005e+17;@Roscoe1679 Retweet to support World Vision Education for Children. @EmiForLove #GlobalGoodEmiWin https://t.co/Ekts4KSqgO;0;0.0;0.0;0.0;7;;7;;3;;7.0;7.0
410;6.974378743045816e+17;Interesting work being done in Boston to identify the ways cancers develop: https://t.co/b09uqZ2dJ1. #beatcancer #melanoma;1;0.0;1.0;1.0;3;;7;;3;;3.0;3.0
411;6.981675406196163e+17;"Excellent! I also recommend ""Those Dishonest Goldsmiths"" of G #Selgin https://t.co/qVK95yCId8 https://t.co/oQOjxySZ0N";0;0.0;0.0;0.0;3;;3;;3;;3.0;3.0
412;6.9863118378206e+17;Mesut Özil has rejected a new contract at #Arsenal and is ready to quit for Barcelona. claim reports in Spain. https://t.co/S1Mu9aRY8N;0;0.0;0.0;0.0;4;;7;;4;;4.0;4.0
413;6.993732373025055e+17;NFL's salary cap expected to increase to at least $155 million https://t.co/hhLtj2TpSl;0;0.0;0.0;0.0;4;;7;;3;;3.0;3.0
414;6.993965419671347e+17;A good pass often leads to a good shot. The extra pass often leads to a great shot. #Selfless #Assist;1;1.0;0.0;0.0;7;;7;;3;;7.0;7.0
415;7.024137868719514e+17;Last day of the lunar󾀕 vibes are in affect today. Come join me while we journey to the moon and back! 10am... https://t.co/4Who0KPQBG;0;0.0;0.0;0.0;7;;7;;4;;7.0;7.0
416;7.042329396436623e+17;We've all got an extra day! What'll you do with yours? Why not read Susheila Nasta's intro to our latest issue: https://t.co/xcK5UawcNH;1;0.0;1.0;1.0;7;;7;;3;;7.0;7.0
417;7.044339120223314e+17;are putting survivors’ lives and health at risk.” says the report. Return to Abuser https://t.co/KZapTjeRNx;1;0.0;1.0;1.0;2;;2;;1;;2.0;2.0
418;7.046337187035218e+17;To all Final Years and PGs - look out for careers support throughout the summer! @KingstonFASS https://t.co/TuP3QkScuV;0;0.0;0.0;0.0;7;;7;;4;;7.0;7.0
419;7.046361682106737e+17;Proper preparation prevents poor performance;1;1.0;0.0;0.0;7;;7;;3;;7.0;7.0
420;7.053297550931354e+17;Magnetic resonance imaging findings in giant cell arteritis https://t.co/OsXoRZ7Jbq #oftalmologia;1;0.0;1.0;1.0;7;;7;;7;;7.0;7.0
421;7.057775599597036e+17;[Oppositelock]A Brief Analysis of The Change in Pickup Prices Over the Last 10 Years https://t.co/o8hLsQpZiu;0;0.0;0.0;0.0;7;;7;;7;;7.0;7.0
423;7.069751008563732e+17;A scene almost guaranteed to cause acrophobia. I love the film. #Cliffhanger https://t.co/3xmoC2mAty;0;0.0;0.0;0.0;3;;7;;3;;3.0;3.0
424;7.072562592050135e+17;Vice Always At The House Cause Big Bruh On The Run💯 Searching For Guns N Drugs. Mane This Shit Ain't Fun;0;0.0;0.0;0.0;4;5.0;7;;2;6.0;2.0;2.0
425;7.079720183444316e+17;Brexit: the implications for life sciences https://t.co/9U7iNYwouw;1;0.0;0.0;1.0;7;;7;;7;;7.0;7.0
426;7.083370710694625e+17;Strawberries May Help Prevent Type 2 Diabetes. Says Study https://t.co/sUBh7GEGCV;1;1.0;1.0;1.0;4;;4;;3;;4.0;4.0
427;7.083974564600054e+17;So my mother told me about this girl who studies psychology and who would be happy to meet me to talk about psycho;0;0.0;0.0;0.0;3;;7;;3;;3.0;3.0
428;7.093991967811666e+17;Its scary how horses & dogs win support wen beaten by Hindus. But Hindus don't find any support wen beaten. slaughtered. butchered by dogs.;0;0.0;0.0;0.0;5;;6;;2;6.0;6.0;2.0
429;7.100723872204759e+17;CGA for the non-specialist https://t.co/YJ5vkn7QE1 from @JohnGladman1 @adamgordon1978 #rcpeCoE16;1;0.0;1.0;1.0;7;;7;;7;;7.0;7.0
430;7.107750521914122e+17;@UHGTechJobs Bulk SMS Solution allows business communication over the mobile marketing. https://t.co/aNz8rfMWiW https://t.co/56ra1DF6ok;0;0.0;0.0;0.0;7;;7;;7;;7.0;7.0
431;7.109628140185682e+17;How is @UChicagoIME shaping the future of science? Find out on April 6: https://t.co/bUwFwv58SO https://t.co/tLCunXaU4n;1;0.0;0.0;1.0;4;;7;;7;;7.0;7.0
432;7.122809709264159e+17;Mechanism of Metformin: A Tale of Two Sites (Free) https://t.co/QBiMMqPIQt;1;0.0;1.0;1.0;7;;7;;7;;7.0;7.0
433;7.127107612403507e+17;Violence is a leading cause of death for Americans 10-24 yrs old. @NICHD_NIH research on youth violence prevention https://t.co/9ZD58zGUhI;1;1.0;1.0;1.0;2;2.0;5;;5;6.0;2.0;5.0
434;7.135582916666982e+17;Sweep Leads to 5 Arrests. a Foiled Plot and a Paris-Brussels Connection: Najim Laachraoui. 24. who blew himsel... https://t.co/RFlxw2VteF;0;0.0;0.0;0.0;4;;4;;1;2.0;4.0;4.0
435;7.147523398197576e+17;In @sciencemagazine: Rare variant found that raises HDL cholesterol and increases risk of coronary heart disease: https://t.co/4xpL3KlGy9;1;1.0;1.0;1.0;4;;1;;1;;1.0;1.0
436;7.150204763687526e+17;Nurse Practitioner or Physician A... - #NewAuburn . WI (https://t.co/UGfkXqNuOl) Get Nephrology Jobs #Nephrology #jobs #job #GetAllJobs;0;0.0;0.0;0.0;7;;7;;7;;7.0;7.0
437;7.150514416315474e+17;Going vegetarian 'could save lives and the planet' https://t.co/gOabJw79hw;1;1.0;1.0;1.0;4;3.0;4;;1;3.0;3.0;4.0
438;7.150889232323174e+17;Nanotechnology the new weapon in fighting cancer? https://t.co/KsP8rk4THD;1;1.0;1.0;1.0;4;;7;;3;;3.0;3.0
440;7.169711213216317e+17;@martinhanratty @AtyHans @thenotimer I listened to a gospel radio station for a couple of hours--the confirmation bias is so obvious :~{;0;0.0;0.0;0.0;5;6.0;7;;6;;6.0;5.0
441;7.170076716399985e+17;Today the City is lighting up the Civic Centre clock tower blue in support of Autism awareness. Learn more: https://t.co/5WXzoMylkK.;0;0.0;0.0;0.0;3;;7;;3;;3.0;3.0
442;7.18177685701333e+17;Did someone ask for a giant. bone-crushing weasel relative? (extinct. thankfully!) https://t.co/bTEMhBJVfd @PLOSONE https://t.co/gMq7iz9tgZ;1;0.0;1.0;1.0;7;;7;;4;;7.0;7.0
443;7.185291885259612e+17;How Employment Can Change the Life of Someone with a Disability https://t.co/VxAtaX7qi5;1;1.0;0.0;0.0;4;;7;;3;;3.0;3.0
445;7.243056526469612e+17;Benefits of music: - Stress relief - Boost immunity - Reduce heart disease - Enhances emotional strength - Boost self esteem;1;1.0;0.0;0.0;3;;4;;3;;3.0;3.0
446;7.244279357346036e+17;Tired of US politics? Us too! Support a true monster. 6 days to reach our stretch goal! https://t.co/YYN2F3O0F3 https://t.co/q9JCDLJvEh;0;0.0;0.0;0.0;6;3.0;2;;2;6.0;2.0;2.0
447;7.246447473068974e+17;#DevOps Engineer #InformationTechnology - #McLean #RNJobs #TXJobs #hiring #JobOpening #rtjobs Apply: https://t.co/EFvCFDO4lP;0;0.0;0.0;0.0;7;;7;;7;;7.0;7.0
448;7.249473202116485e+17;Volume Caps Pills Male Sex Enhancement Increase Semen Massive Load More Libido - Bid Now! … https://t.co/hV5lrIMrSc https://t.co/bUwQvoOKV4;1;1.0;0.0;0.0;4;;7;;3;;3.0;3.0
449;7.249743986172148e+17;Despite their small brains ravens and crows are just as clever as chimps https://t.co/yr8EVMRaLE;1;1.0;1.0;1.0;4;;4;;3;;4.0;4.0
450;7.274167753824582e+17;Indian Premier League 9: Beleaguered R Ashwin finds support in spin legend Muttiah Muralitharan during tough ... https://t.co/k9tWFBP87v;0;0.0;0.0;0.0;3;;7;;3;;3.0;3.0
451;7.281701395192052e+17;PLS RT support #justice4cephus grandson of a vet! Friends certainly did support this #specialneeds child https://t.co/Tq5TxLqTcl;0;0.0;0.0;0.0;7;;7;;3;;7.0;7.0
452;7.281788384847258e+17;Bangladesh government enables extremism | The Kingston Whig-Standard https://t.co/valVVGI1Od;0;0.0;0.0;0.0;2;;2;;2;;2.0;2.0
453;7.301448105483674e+17;Wardrobe Malfunction Leads To Embarrassing “Bare All ” Incident In Weekend UFC Action. https://t.co/aBnUqaUWbq..;0;0.0;0.0;0.0;4;6.0;7;;4;;4.0;4.0
454;7.302203331485409e+17;LosAngeles Steps Up 2 #Adopt A Cause Homeless Shelter #Pets Visit An LA County Animal Care Center #Dogs #Cats https://t.co/KDWaslmnLx;0;0.0;0.0;0.0;4;2.0;7;;6;;2.0;4.0
455;7.30415702281171e+17;Highway noise deters communication between birds https://t.co/dB9He0XZhk;1;1.0;1.0;1.0;5;;7;;2;;2.0;2.0
456;7.306837433887662e+17;Women should not be worried men doing the same job are higher paid. according to this report | via @telegraphnews https://t.co/wEal6Ptv7O;1;1.0;1.0;1.0;2;;7;;3;;2.0;2.0
457;7.315513525187871e+17;ANTIQUE ROOSTER TRADE SIGN / DOOR STOP . ORIGINAL PAINT . EMBOSSED WORK https://t.co/PCReNW37dF https://t.co/zGaFTZAz6g;0;0.0;0.0;0.0;7;;7;;7;;7.0;7.0
458;7.319584054983475e+17;@Himynameiskiff yeah it's awesome. No guaranteed wins. One player plays bad can affect the rest;0;0.0;0.0;0.0;3;2.0;4;;6;;2.0;3.0
459;7.325592940890726e+17;The only true love at the first sight is the love of Deen.love for the cause of Allah (God).;0;0.0;0.0;0.0;3;;7;;3;;3.0;3.0
460;7.326307650502042e+17;According to one study. men feel a decrease in sexual attraction from the scent of tears.;1;1.0;0.0;1.0;4;;7;;5;;4.0;4.0
461;7.327445607076577e+17;lemme stop texting ppl back😭😭;0;0.0;0.0;0.0;6;;7;;6;;6.0;6.0
462;7.336372344321884e+17;@soldier_777 : Dove: Stop torturing animals! Plz sign: https://t.co/mIHQ59HLjm;0;0.0;0.0;0.0;2;6.0;5;;2;;2.0;2.0
464;7.349814752931347e+17;@filmyjoyo my.pt we will target what the end product not the root cause they'll penalise some rest will continue;0;0.0;0.0;0.0;6;;7;;2;;2.0;2.0
465;7.367502265103891e+17;The Strange. Familiar. and Forgotten — fascinating read on consciousness. memory. and how our sense of self arises https://t.co/McMTtLOe6m;1;0.0;1.0;1.0;7;;7;;3;;7.0;7.0
466;7.368979157009367e+17;Buhari One Year: APC Legal Adviser Says Party Must Stop 'Undemocratic Practices'… https://t.co/OuxzRJnD4q https://t.co/DaeRXNOcs2;0;0.0;0.0;0.0;2;;7;;6;;2.0;2.0
