text	emotions	text_proc	cat1_score	cat2_score	cat3_score
It's a day early, wishing you both a great day.	[0, 0, 1, 0, 0, 0]	it ' s a day early , wishing you both a great day .	0.02022966742515564	0.015872547402977943	0.02182162180542946
Thank you all, again, for your kind input.Peace ...Mary	[0, 0, 1, 0, 0, 0]	thank you all , again , for your kind input.peace ... mary	0.017083683982491493	0.01645546779036522	0.02257658541202545
The more you cough the more you are short of breath which is the worst feeling in the world.	[0, 0, 1, 0, 0, 1]	the more you cough the more you are short of breath which is the worst feeling in the world .	0.9091894030570984	0.06876517087221146	0.07406742125749588
that was wonderful, and your comments were even better.	[0, 0, 1, 0, 0, 0]	that was wonderful , and your comments were even better .	0.027267374098300934	0.015161661431193352	0.020709294825792313
Congrats on all clear!Hugs, Jan	[0, 0, 1, 0, 0, 0]	congrats on all clear ! hugs , jan	0.01426063571125269	0.017980745062232018	0.026069048792123795
I have survived cancer and my wife survived stage 4 melanoma, diagnosed June 2009, four treatments of IL2 chemotherapy and CT, PET scans March 2010 showed her cancer free :)!!!	[0, 0, 1, 0, 0, 0]	i have survived cancer and my wife survived stage 4 melanoma , diagnosed june 2009 , four treatments of il2 chemotherapy and ct , pet scans march 2010 showed her cancer free :) ! ! !	0.5056759715080261	0.04691678285598755	0.05005433410406113
"thanks, no matter what i do it comes out like this, dont know if it is a bad hair day or a good one
lol
tjhay"	[0, 0, 1, 0, 0, 0]	thanks , no matter what i do it comes out like this , dont know if it is a bad hair day or a good one lol tjhay	0.03949606046080589	0.012672137469053268	0.013552711345255375
And you just look absolutely gorgeous my dear.	[0, 0, 1, 0, 0, 0]	and you just look absolutely gorgeous my dear .	0.023653753101825714	0.014436754398047924	0.017012378200888634
Always nice to hear great news on this board!!!!	[0, 0, 1, 1, 0, 0]	always nice to hear great news on this board ! ! !	0.015581538900732994	0.01711796224117279	0.024496985599398613
Congratulations on your first child!	[0, 0, 1, 0, 0, 0]	congratulations on your first child !	0.013732042163610458	0.02022482082247734	0.03223244845867157
Hi, I am an 8 year lung cancer survivor sclc.	[0, 0, 1, 0, 0, 0]	hi , i am an 8 year lung cancer survivor sclc .	0.1941395252943039	0.020105162635445595	0.02679983526468277
My techs and my rads oncologist were great!	[0, 0, 1, 0, 0, 0]	my techs and my rads oncologist were great !	0.02598017267882824	0.019938409328460693	0.03431656211614609
<PERSON> you have more energy and I agree, a steak dinner will help you even more.	[0, 0, 1, 0, 0, 0]	<person> you have more energy and i agree , a steak dinner will help you even more .	0.12860192358493805	0.014917759224772453	0.01186030451208353
These chalanges are more than a man can take sometimes.	[0, 0, 1, 0, 0, 1]	these chalanges are more than a man can take sometimes .	0.12354126572608948	0.01466620434075594	0.01941559463739395
Thank you so much you are a dear heart!	[0, 0, 1, 0, 0, 0]	thank you so much you are a dear heart !	0.020489061251282692	0.016385208815336227	0.02049425058066845
Kathi, that sound so exciting.	[0, 0, 1, 0, 0, 0]	kathi , that sound so exciting .	0.03243095055222511	0.013143228366971016	0.01710808277130127
all blood work was good.	[0, 0, 1, 0, 0, 0]	all blood work was good .	0.4822998642921448	0.03998987749218941	0.049102216958999634
It is wonderful that the nodes were clear.	[0, 0, 1, 0, 0, 0]	it is wonderful that the nodes were clear .	0.03255816921591759	0.014972900971770287	0.023470493033528328
!Didnt have to shave once, and the legs were smooooooooooooth.	[0, 0, 1, 0, 0, 0]	! didnt have to shave once , and the legs were smooooooooooooth .	0.03626694530248642	0.015532327815890312	0.014545042999088764
Great news that the pathology report said T2C which means it did not escape and from what you wrote it appears that the .05 was how close the margin to becoming a positive reading but you are negative……but the scary thing is that your biopsy was a T1 and unless you get surgery you never know what you really have…like me I was a clinical T2B and my pathology said T3B…big difference…This is opne of the reasons I had surgery just to know what I was really dealing with...Please post the actual report highlights when you get them...In any event you have much to be thankful for…enjoy the day	[0, 0, 1, 0, 0, 0]	great news that the pathology report said t2c which means it did not escape and from what you wrote it appears that the . 05 was how close the margin to becoming a positive reading but you are negative … … but the scary thing is that your biopsy was a t1 and unless you get surgery you never know what you really have … like me i was a clinical t2b and my pathology said t3b … big difference … this is opne of the reasons i had surgery just to know what i was really dealing with ... please post the actual report highlights when you get them ... in any event you have much to be thankful for … enjoy the day	0.35830801725387573	0.025618813931941986	0.021556833758950233
It's good to share during a time like this.	[0, 0, 1, 0, 0, 0]	it ' s good to share during a time like this .	0.03136404603719711	0.01377016305923462	0.01703745685517788
Hope all is well and getting better everyday.	[0, 0, 1, 0, 0, 0]	hope all is well and getting better everyday .	0.13503913581371307	0.015066491439938545	0.013329381123185158
I love the picture of you and <PERSON>.	[0, 0, 1, 0, 0, 0]	i love the picture of you and <person> .	0.02668657712638378	0.014167584478855133	0.017237866297364235
Its amazing to see how many caring people there are and how supportive they all were.	[0, 0, 1, 0, 0, 0]	its amazing to see how many caring people there are and how supportive they all were .	0.11623003333806992	0.01361632626503706	0.014600392431020737
<PERSON> to hear your procedure went well and you are doing good.	[0, 0, 1, 0, 0, 0]	<person> to hear your procedure went well and you are doing good .	0.03849385678768158	0.013827384449541569	0.013564369641244411
Happy Birthday Zhentup and Happy Birthday to your daughter too <PERSON>!	[0, 0, 1, 0, 0, 0]	happy birthday zhentup and happy birthday to your daughter too <person> !	0.01809968426823616	0.015759985893964767	0.019725460559129715
Not only got the Flu Shot several weeks ago....but got the SPECIAL ONE FOR THE OVER 75 CROWD **  :) Good Reminder ***  Thanks	[0, 0, 1, 0, 0, 0]	not only got the flu shot several weeks ago ... but got the special one for the over 75 crowd * * :) good reminder * * * thanks	0.01806534267961979	0.016300948336720467	0.021770033985376358
Thanks for popping back in and sharing~ WOOT WOOT!	[0, 0, 1, 0, 0, 0]	thanks for popping back in and sharing ~ woot woot !	0.01675167679786682	0.016120223328471184	0.02472296915948391
Isn't it great!Keep taking care of your skin.And, celebrate big!So happy for you!Noel ☺	[0, 0, 1, 0, 0, 0]	is n't it great ! keep taking care of your skin.and , celebrate big ! so happy for you ! noel : smiling_face :	0.05440693348646164	0.015542479231953621	0.012210116721689701
I see nothing that another pathologist could say that would change the course of your future options.	[0, 0, 1, 0, 0, 0]	i see nothing that another pathologist could say that would change the course of your future options .	0.07491403073072433	0.01651441678404808	0.014430738054215908
 Happy to hear that the AS path that you have choosen has been successful to date.	[0, 0, 1, 0, 0, 0]	happy to hear that the as path that you have choosen has been successful to date .	0.018377963453531265	0.01744394749403	0.02619621530175209
I am sending you a big cyber hug, and, I hope that you somehow can feel it.	[0, 0, 1, 0, 0, 0]	i am sending you a big cyber hug , and , i hope that you somehow can feel it .	0.04455738514661789	0.013334706425666809	0.012816145084798336
Late in congratulating you, and, am so happy for you!	[0, 0, 1, 0, 0, 0]	late in congratulating you , and , am so happy for you !	0.014661243185400963	0.01836276799440384	0.027541909366846085
Congratulations on getting through this very tough year!	[0, 0, 1, 0, 0, 0]	congratulations on getting through this very tough year !	0.014393986202776432	0.020841220393776894	0.032734215259552
Thinking about the wonderful care he received from the oncology nurses gives my family and me great comfort.	[0, 0, 1, 0, 0, 0]	thinking about the wonderful care he received from the oncology nurses gives my family and me great comfort .	0.06156229227781296	0.02356339804828167	0.02741834707558155
Take your trip and enjoy it to the fullest.	[0, 0, 1, 0, 0, 0]	take your trip and enjoy it to the fullest .	0.01843443512916565	0.017612522467970848	0.022696858271956444
I am so glad you are NED right now.	[0, 0, 1, 0, 0, 0]	i am so glad you are ned right now .	0.024394666776061058	0.014591400511562824	0.017022548243403435
You too are in my prayers and I thank you for sharing your HOPE with me.	[0, 0, 1, 0, 0, 0]	you too are in my prayers and i thank you for sharing your hope with me .	0.029008861631155014	0.015366503037512302	0.017717842012643814
RAD goddess ... and to have a little more energy .. how lovely!	[0, 0, 1, 0, 0, 0]	rad goddess ... and to have a little more energy .. how lovely !	0.0443166121840477	0.013197094202041626	0.014389503747224808
I have already had mine in and out and both were a piece of cake!!	[0, 0, 1, 0, 0, 0]	i have already had mine in and out and both were a piece of cake ! !	0.03182503953576088	0.014237896539270878	0.016689257696270943
This is such a blessing to have this site whenever I need it.	[0, 0, 1, 0, 0, 0]	this is such a blessing to have this site whenever i need it .	0.031240930780768394	0.013606159947812557	0.016830366104841232
It has been 5 years since diagnosis and I finally feel like I have a life to live.	[0, 0, 1, 0, 0, 0]	it has been 5 years since diagnosis and i finally feel like i have a life to live .	0.13513973355293274	0.015667352825403214	0.014337502419948578
You must have been the class comic in school.	[0, 0, 1, 0, 0, 0]	you must have been the class comic in school .	0.01770133525133133	0.016837161034345627	0.02323528565466404
so happy your body is coming back , it was a beautiful visual.	[0, 0, 1, 0, 0, 0]	so happy your body is coming back , it was a beautiful visual .	0.10639779269695282	0.013886595144867897	0.012952280230820179
Hope you enjoyed your meal out and, ahhh...those beautiful roses.	[0, 0, 1, 0, 0, 0]	hope you enjoyed your meal out and , ahhh ... those beautiful roses .	0.024822397157549858	0.014194915071129799	0.01729632541537285
I am glad the surgeon's nurse talked with you about what to expect.	[0, 0, 1, 0, 0, 0]	i am glad the surgeon ' s nurse talked with you about what to expect .	0.02917070873081684	0.014787879772484303	0.018829848617315292
I sure hope for the best for your mom.	[0, 0, 1, 0, 0, 0]	i sure hope for the best for your mom .	0.021361181512475014	0.015092520043253899	0.020475612953305244
I'm happy to hear the news about the tumor disappearing....that's just wonderful my friend!	[0, 0, 1, 1, 0, 0]	i ' m happy to hear the news about the tumor disappearing ... that ' s just wonderful my friend !	0.06832019984722137	0.01796059124171734	0.01610666699707508
Just takin it day by day and sometimes hour by hour.	[0, 0, 1, 0, 0, 0]	just takin it day by day and sometimes hour by hour .	0.024222176522016525	0.014881891198456287	0.016545262187719345
Wow, you could comment on a dozen things in your post.	[0, 0, 1, 0, 0, 0]	wow , you could comment on a dozen things in your post .	0.01666135899722576	0.016086535528302193	0.024155717343091965
Wishing you and your mom all the best.	[0, 0, 1, 0, 0, 0]	wishing you and your mom all the best .	0.017763976007699966	0.017399869859218597	0.024707874283194542
I was online today searching for information concerning dripping and functioning with Prostate Cancer.	[0, 0, 1, 0, 0, 0]	i was online today searching for information concerning dripping and functioning with prostate cancer .	0.1875697672367096	0.020999126136302948	0.04131606966257095
Connie, what a wonderful way to look at it!	[0, 0, 1, 0, 0, 0]	connie , what a wonderful way to look at it !	0.020150737836956978	0.014814205467700958	0.020109377801418304
How fun that two of my favorite people share the same birthday.	[0, 0, 1, 0, 0, 0]	how fun that two of my favorite people share the same birthday .	0.04333676025271416	0.01517082192003727	0.015127837657928467
That was in April 05' and now it looks like he may possibly go into complete remission (no visible cancer cells).	[0, 0, 1, 0, 0, 0]	that was in april 05 ' and now it looks like he may possibly go into complete remission ( no visible cancer cells ) .	0.1945704072713852	0.022316372022032738	0.02602866291999817
I am doing well sclc limited stage caught very early I finished my last treatment in February of 2004 that makes 8 years my latest cat scan have shown NED.	[0, 0, 1, 0, 0, 0]	i am doing well sclc limited stage caught very early i finished my last treatment in february of 2004 that makes 8 years my latest cat scan have shown ned .	0.04457361623644829	0.016827793791890144	0.01896401308476925
For the past couple of months, I have been experiencing low oxygen levels.	[0, 0, 1, 0, 0, 0]	for the past couple of months , i have been experiencing low oxygen levels .	0.739545464515686	0.04267784208059311	0.04381260648369789
I did well with my chemo.	[0, 0, 1, 0, 0, 0]	i did well with my chemo .	0.03864908590912819	0.014586436562240124	0.015366747975349426
Good, I'm glad you're getting what you want!	[0, 0, 1, 0, 0, 0]	good , i ' m glad you ' re getting what you want !	0.04516081139445305	0.013523132540285587	0.013147234916687012
He will need a caregiver from here for a year or more no matter if he says he does not ...I know, but he can survive it with help from somebody...at the minimum--emotionally.Do what you have to do,   i made six figures, worked my but off but now not worth it at allDave--49 year young -Stage 4 for 2 years plus, there alot more years left for him and me !!	[0, 0, 1, 0, 0, 0]	he will need a caregiver from here for a year or more no matter if he says he does not ... i know , but he can survive it with help from somebody ... at the minimum--emotionally . do what you have to do , i made six figures , worked my but off but now not worth it at alldave - - 49 year young - stage 4 for 2 years plus , there alot more years left for him and me ! !	0.07343025505542755	0.015997471287846565	0.012920551933348179
These usually help a lot.	[0, 0, 1, 0, 0, 0]	these usually help a lot .	0.11268273741006851	0.012594415806233883	0.014914780855178833
I don't have any advice, just positive thoughts for you.	[0, 0, 1, 0, 0, 0]	i do n't have any advice , just positive thoughts for you .	0.06955047696828842	0.014104386791586876	0.012194661423563957
They treated me with two different anti-nausea drugs and they worked very well.	[0, 0, 1, 0, 0, 0]	they treated me with two different anti-nausea drugs and they worked very well .	0.21489322185516357	0.017417537048459053	0.019826507195830345
It is so good to follow our hearts and make our own choices.	[0, 0, 1, 0, 0, 0]	it is so good to follow our hearts and make our own choices .	0.061299849301576614	0.014730226248502731	0.01904924586415291
Thanks for the huge smile on my face this morning!	[0, 0, 1, 0, 0, 0]	thanks for the huge smile on my face this morning !	0.017875874415040016	0.016395602375268936	0.022533321753144264
For me, that was a huge blessing, because for the first time in nine years, my breasts were the same size.	[0, 0, 1, 0, 0, 0]	for me , that was a huge blessing , because for the first time in nine years , my breasts were the same size .	0.16501033306121826	0.017112622037529945	0.02056810073554516
I am happy that surgery is over and now let the healing begin.	[0, 0, 1, 0, 0, 0]	i am happy that surgery is over and now let the healing begin .	0.0562826544046402	0.015140466392040253	0.016687067225575447
And I am so glad we did.	[0, 0, 1, 0, 0, 0]	and i am so glad we did .	0.029174624010920525	0.014439787715673447	0.016123253852128983
I feel it and appreciate it!	[0, 0, 1, 0, 0, 0]	i feel it and appreciate it !	0.0654427632689476	0.013489814475178719	0.012275120243430138
It really helps to get other perspectives.	[0, 0, 1, 0, 0, 0]	it really helps to get other perspectives .	0.08897615969181061	0.01335626095533371	0.014742259867489338
DEar RosaSo pleased to hear about your test results.	[0, 0, 1, 0, 0, 0]	dear rosaso pleased to hear about your test results .	0.02046942710876465	0.015359882265329361	0.02291695587337017
Absolutely love it when you post my dear Puffin.	[0, 0, 1, 0, 0, 0]	absolutely love it when you post my dear puffin .	0.02374744415283203	0.014812340028584003	0.015528841875493526
She is hanging in there and being strong!!	[0, 0, 1, 0, 0, 0]	she is hanging in there and being strong ! !	0.04402347654104233	0.0126832015812397	0.012870591133832932
The results have been nothing short of miraculous as the onc's are now saying that all bets are off on her life expectancy.	[0, 0, 1, 0, 0, 0]	the results have been nothing short of miraculous as the onc ' s are now saying that all bets are off on her life expectancy .	0.8184695839881897	0.12226644903421402	0.1886547952890396
The nurses were great they explain everything, I also had my shot the next day and so far I'm feeling OK, a little tired but OK.	[0, 0, 1, 0, 0, 0]	the nurses were great they explain everything , i also had my shot the next day and so far i ' m feeling ok , a little tired but ok .	0.03777965530753136	0.012731138616800308	0.016035599634051323
After reading some of the postings I decided to join.	[0, 0, 1, 0, 0, 0]	after reading some of the postings i decided to join .	0.014967825263738632	0.019301671534776688	0.03603125736117363
I love the way they smell, and the feel of their soft muzzle ...	[0, 0, 1, 0, 0, 0]	i love the way they smell , and the feel of their soft muzzle ...	0.1429099440574646	0.014185009524226189	0.012548618018627167
but sending a belated Happy Birthday wish to a sweet sister.	[0, 0, 1, 0, 0, 0]	but sending a belated happy birthday wish to a sweet sister .	0.017394758760929108	0.015455329790711403	0.020777089521288872
You are offically a <PERSON> me see hear .. writting you name in my book!	[0, 0, 1, 0, 0, 0]	you are offically a <person> me see hear .. writting you name in my book !	0.019016901031136513	0.015167124569416046	0.019279662519693375
It can be a danceathon.	[0, 0, 1, 0, 0, 0]	it can be a danceathon .	0.04308152198791504	0.014278436079621315	0.01865658536553383
I'm soooo happy to hear you've survived limited small cell lung cancer for 7 years.	[0, 0, 1, 0, 0, 0]	i ' m soooo happy to hear you ' ve survived limited small cell lung cancer for 7 years .	0.1351381093263626	0.02324860915541649	0.024164412170648575
I hope this helps some and God bless and in my prayers.	[0, 0, 1, 0, 0, 0]	i hope this helps some and god bless and in my prayers .	0.04321517422795296	0.012497082352638245	0.014718537218868732
Ya they were full of it, but it was a nice thing to say at the time.	[0, 0, 1, 0, 0, 0]	ya they were full of it , but it was a nice thing to say at the time .	0.028563443571329117	0.014096611179411411	0.017705082893371582
Good news - 30% reduction.	[0, 0, 1, 0, 0, 0]	good news - 30 % reduction .	0.23443260788917542	0.017899950966238976	0.02222158946096897
obI chuckled when I read your post and have often wondered the same thing.	[0, 0, 1, 0, 0, 0]	obi chuckled when i read your post and have often wondered the same thing .	0.02119367942214012	0.014152705669403076	0.01823209971189499
Good luck to you and here's a hug.	[0, 0, 1, 0, 0, 0]	good luck to you and here ' s a hug .	0.018738366663455963	0.01525119785219431	0.021221131086349487
I too am glad the visit went well.	[0, 0, 1, 0, 0, 0]	i too am glad the visit went well .	0.02190953865647316	0.014733804389834404	0.018399503082036972
I bet we all left cookies for santa disneyfan.	[0, 0, 1, 0, 0, 0]	i bet we all left cookies for santa disneyfan .	0.01948845572769642	0.014953757636249065	0.019257238134741783
It is in the shape of a heart.	[0, 0, 1, 0, 0, 0]	it is in the shape of a heart .	0.49221616983413696	0.02437043935060501	0.03882678225636482
I am doing <PERSON> now and find it most helpful.	[0, 0, 1, 0, 0, 0]	i am doing <person> now and find it most helpful .	0.02825971134006977	0.013862756080925465	0.017163360491394997
My dad just finished his first round of chemo.	[0, 0, 1, 0, 1, 0]	my dad just finished his first round of chemo .	0.01863258145749569	0.01750008575618267	0.02238965965807438
A true inspiration to so many.Best wishes,<PERSON>	[0, 0, 1, 0, 0, 0]	a true inspiration to so many.best wishes , <person>	0.02006586827337742	0.01647260971367359	0.027034509927034378
Love that we have a few poets in our little group.	[0, 0, 1, 0, 0, 0]	love that we have a few poets in our little group .	0.0196472629904747	0.015074157156050205	0.023313643410801888
You a VERY HAPPY BIRTHDAY!	[0, 0, 1, 0, 0, 0]	you a very happy birthday !	0.020017139613628387	0.015540240332484245	0.02040882781147957
Thanks, SIROD for the history.Hugs to all,<PERSON>	[0, 0, 1, 0, 0, 0]	thanks , sirod for the history.hugs to all , <person>	0.01590312272310257	0.01594209484755993	0.02375420555472374
He just got approved for it and is supposed to begin tx Monday...but he is holding reservations...	[0, 0, 1, 0, 0, 0]	he just got approved for it and is supposed to begin tx monday ... but he is holding reservations ...	0.020035795867443085	0.01528286375105381	0.01972823776304722
My surgeon and team were great.	[0, 0, 1, 0, 0, 0]	my surgeon and team were great .	0.03271200880408287	0.01618855819106102	0.02468322031199932
A very Happy Birthday wish for both of you, <PERSON> and Stef.	[0, 0, 1, 0, 0, 0]	a very happy birthday wish for both of you , <person> and stef .	0.01845911145210266	0.015129009261727333	0.02149844542145729
But the positive is it will go away my mother will be 66 in April and she has been cancer free for 5and 6 years.	[0, 0, 1, 0, 0, 0]	but the positive is it will go away my mother will be 66 in april and she has been cancer free for 5and 6 years .	0.140245720744133	0.015554443001747131	0.015574929304420948
The friends on here are a big encouragement - there's always someone who's been there/done that.	[0, 0, 1, 0, 0, 0]	the friends on here are a big encouragement - there ' s always someone who ' s been there / done that .	0.027629252523183823	0.013443227857351303	0.018261898308992386
We were very close and he was a wonderful <PERSON>.	[0, 0, 1, 0, 0, 0]	we were very close and he was a wonderful <person> .	0.024349937215447426	0.015159150585532188	0.022679174318909645
i have a very healthy wonderful 12 year old now.	[0, 0, 1, 0, 0, 0]	i have a very healthy wonderful 12 year old now .	0.031023498624563217	0.015577452257275581	0.019468674436211586
Other folks told me that I was handling it well.	[0, 0, 1, 0, 0, 0]	other folks told me that i was handling it well .	0.02941180393099785	0.013644199818372726	0.01735386811196804
My first grandchild is due Oct 2nd and it's a boy!!	[0, 0, 1, 0, 0, 0]	my first grandchild is due oct 2nd and it ' s a boy ! !	0.022445697337388992	0.014971278607845306	0.019892584532499313
Again, thank you for your kind response.	[0, 0, 1, 0, 0, 0]	again , thank you for your kind response .	0.018630946055054665	0.016657408326864243	0.02395300194621086
Thanks, everyone for your well-wishes for Reggie~ he is mending right on schedule!	[0, 0, 1, 0, 0, 0]	thanks , everyone for your well-wishes for reggie ~ he is mending right on schedule !	0.017822034657001495	0.01652522198855877	0.024687349796295166
Feel pretty darn good now !Latest biopsy on T6 vert.	[0, 0, 1, 0, 0, 0]	feel pretty darn good now ! latest biopsy on t6 vert .	0.02846895344555378	0.016283348202705383	0.01749943010509014
Examination of that lung tissue in the lab revealed involvement of 3 lymph nodes.	[0, 0, 1, 0, 0, 0]	examination of that lung tissue in the lab revealed involvement of 3 lymph nodes .	0.49934306740760803	0.17620497941970825	0.21895428001880646
Thank you- my mom was so proud of getting that dress for me	[0, 0, 1, 0, 0, 0]	thank you - my mom was so proud of getting that dress for me	0.023354053497314453	0.01480459701269865	0.017174132168293
The doctors also tried neurontin, which also helped.	[0, 0, 1, 0, 0, 0]	the doctors also tried neurontin , which also helped .	0.06402414292097092	0.013299980200827122	0.019537009298801422
Turns out Friday the 13th was a good day all the way around!Hope you're feeling well.	[0, 0, 1, 0, 0, 0]	turns out friday the 13th was a good day all the way around ! hope you ' re feeling well .	0.018963543698191643	0.015798671171069145	0.0210336372256279
Hi a friend of mine had it done rather then go threw the sergery.It sure is not plesant stuf.I had 21 treatments to my upper chest 10 years ago,an Im here to tell you it works.Yes you will feel tired,Yes you will get burnt,yes you will go threw all kinds of things,But dont forget,You are fighting for your life.Arnt you willing to risk it all.	[0, 0, 1, 0, 0, 0]	hi a friend of mine had it done rather then go threw the sergery.it sure is not plesant stuf . i had 21 treatments to my upper chest 10 years ago , an im here to tell you it works.yes you will feel tired , yes you will get burnt , yes you will go threw all kinds of things , but dont forget , you are fighting for your life.arnt you willing to risk it all .	0.09949833899736404	0.014819084666669369	0.012054119259119034
No wonder they were soooo happy when they left the message friday.	[0, 0, 1, 0, 0, 0]	no wonder they were soooo happy when they left the message friday .	0.019344687461853027	0.01489570364356041	0.01937483809888363
Welcome to this wonderful site full of support and encouragement!	[0, 0, 1, 0, 0, 0]	welcome to this wonderful site full of support and encouragement !	0.01303051970899105	0.02368064597249031	0.041935645043849945
Happy Birthday to a sweet and pretty, very special lady!!!!	[0, 0, 1, 0, 0, 0]	happy birthday to a sweet and pretty , very special lady ! ! !	0.01419631578028202	0.018123377114534378	0.02714540809392929
One of my nieces is married to a biochemist who works for Merck.	[0, 0, 1, 0, 0, 0]	one of my nieces is married to a biochemist who works for merck .	0.032356422394514084	0.028283072635531425	0.06870051473379135
Thank you so much for anyone who took time to read and answer this.	[0, 0, 1, 0, 0, 0]	thank you so much for anyone who took time to read and answer this .	0.017232395708560944	0.0206627007573843	0.029751667752861977
Does anyone have any good ideas to help this?	[0, 0, 1, 0, 0, 0]	does anyone have any good ideas to help this ?	0.03178343549370766	0.015106330625712872	0.015461730770766735
I'm soooo happy that you are finally finished....On one hand I can't believe the time that has flown by ... on the other hand it has seemed to drag on and on... but I am so glad that this part of your journey is finally behind you!	[0, 0, 1, 0, 0, 0]	i ' m soooo happy that you are finally finished ... on one hand i can't believe the time that has flown by ... on the other hand it has seemed to drag on and on ... but i am so glad that this part of your journey is finally behind you !	0.0455196350812912	0.01419901940971613	0.013046933338046074
Just in case it is something other than an allergic reaction, your doctor needs to know.	[0, 0, 1, 0, 0, 0]	just in case it is something other than an allergic reaction , your doctor needs to know .	0.34781602025032043	0.019112251698970795	0.01812802068889141
I am soooooooooo glad they are finally over.	[0, 0, 1, 0, 0, 0]	i am soooooooooo glad they are finally over .	0.026942946016788483	0.013978241942822933	0.014921565540134907
It does help, we cry and share our lives here and it means a lot!	[0, 0, 1, 0, 0, 0]	it does help , we cry and share our lives here and it means a lot !	0.26136258244514465	0.01533768605440855	0.01334448903799057
"The very first thought that popped into my head when I looked at your picture was ""wow, she's gorgeous...and that's WITHOUT hair!"""	[0, 0, 1, 1, 0, 0]	"the very first thought that popped into my head when i looked at your picture was "" wow , she ' s gorgeous ... and that ' s without hair ! """	0.03236207365989685	0.013819667510688305	0.016973404213786125
Congratulations Judie, Good news is good for all of us.	[0, 0, 1, 0, 0, 0]	congratulations judie , good news is good for all of us .	0.01991313323378563	0.016361409798264503	0.029031876474618912
Congrats and happy for you and your family!	[0, 0, 1, 0, 0, 0]	congrats and happy for you and your family !	0.016353877261281013	0.018218442797660828	0.030786756426095963
A great BIG THANK YOU to all of you for the birthday wishes.	[0, 0, 1, 0, 0, 0]	a great big thank you to all of you for the birthday wishes .	0.02310987561941147	0.022987529635429382	0.03645392879843712
<PERSON> you are in my prayers and I pray for miracles for you.	[0, 0, 1, 0, 0, 0]	<person> you are in my prayers and i pray for miracles for you .	0.022052576765418053	0.014938529580831528	0.017971569672226906
Make the best of the time you have and Laugh and do as much as possible with all your family while you can.	[0, 0, 1, 0, 0, 0]	make the best of the time you have and laugh and do as much as possible with all your family while you can .	0.027965176850557327	0.016211578622460365	0.01887061819434166
Whubbs, I'm so glad to hear the good news!	[0, 0, 1, 0, 0, 0]	whubbs , i ' m so glad to hear the good news !	0.021589023992419243	0.014472104609012604	0.018337806686758995
<PERSON> you are feeling better and that you and your Mom did ok.	[0, 0, 1, 0, 0, 0]	<person> you are feeling better and that you and your mom did ok .	0.21731680631637573	0.017460480332374573	0.011927418410778046
I made it through the first four A/C treatments ok.	[0, 0, 1, 0, 0, 0]	i made it through the first four a / c treatments ok .	0.01804967224597931	0.017157044261693954	0.022481005638837814
Well, atleast I'm not alone, and it's not just my imagination.	[0, 0, 1, 0, 0, 0]	well , atleast i ' m not alone , and it ' s not just my imagination .	0.04449831694364548	0.013028250075876713	0.014033832587301731
Hopefully I won't get <PERSON> and Mop this year!	[0, 0, 1, 0, 0, 0]	hopefully i wo n't get <person> and mop this year !	0.01900455541908741	0.015495331026613712	0.01961416006088257
such as 5 yrs ago today I finished my radation!	[0, 0, 1, 0, 0, 0]	such as 5 yrs ago today i finished my radation !	0.016933906823396683	0.01772509701550007	0.02513318508863449
I'm in remission from both prostate ca (10 yrs) and small-cell lung) and living in Mexico on a beautiful beach.Life can be what you make of it---as <PERSON> told us, Never, never, never, give up!	[0, 0, 1, 0, 0, 0]	i ' m in remission from both prostate ca ( 10 yrs ) and small-cell lung ) and living in mexico on a beautiful beach.life can be what you make of it---as <person> told us , never , never , never , give up !	0.5687519907951355	0.041314952075481415	0.04045489430427551
I see this as very good news too.	[0, 0, 1, 0, 0, 0]	i see this as very good news too .	0.03338135406374931	0.013803455978631973	0.016903165727853775
There are quite a few beautiful headwraps (they require no skills to tie).	[0, 0, 1, 0, 0, 0]	there are quite a few beautiful headwraps ( they require no skills to tie ) .	0.05724123492836952	0.01333343144506216	0.017926407977938652
Thanks to you all for this  site and your kind words.	[0, 0, 1, 0, 0, 0]	thanks to you all for this site and your kind words .	0.016531378030776978	0.01921612210571766	0.03313816711306572
We were just happy to hear the words remission.	[0, 0, 1, 1, 0, 0]	we were just happy to hear the words remission .	0.03224926069378853	0.013350700959563255	0.01776622235774994
Deb was a wonderful and caring go-to <PERSON>, for sure.	[0, 0, 1, 0, 0, 0]	deb was a wonderful and caring go-to <person> , for sure .	0.019429488107562065	0.015457761473953724	0.025492515414953232
I just wanted to wish you all a Merry Christmas and a Happy New Year!	[0, 0, 1, 0, 0, 0]	i just wanted to wish you all a merry christmas and a happy new year !	0.01788271777331829	0.016168810427188873	0.0227761622518301
Well, certainly hoping for all the best for you!	[0, 0, 1, 0, 0, 0]	well , certainly hoping for all the best for you !	0.019951118156313896	0.01614280603826046	0.02208768017590046
I am so lucky to have a gynocologist that referred me to a surgeon the next day.	[0, 0, 1, 0, 0, 0]	i am so lucky to have a gynocologist that referred me to a surgeon the next day .	0.025171246379613876	0.015344657003879547	0.02187236025929451
It will make her feel sooooo much better.What a super friend you are .. your friend is so lucky,<PERSON>	[0, 0, 1, 0, 0, 0]	it will make her feel sooooo much better.what a super friend you are .. your friend is so lucky , <person>	0.3586133122444153	0.018118880689144135	0.01492237951606512
